k,rep,inference_ms,client_ms,http_code
1,1,14.100609000024633,58,200
1,2,12.296109000089928,53,200
1,3,26.133038000125453,71,200
1,4,14.741381000021647,52,200
1,5,16.67596000015692,58,200
1,6,14.11677500004771,49,200
1,7,15.045779000047332,52,200
1,8,14.730865000046833,53,200
1,9,16.51565300016955,58,200
1,10,6.7603360000703105,46,200
1,11,11.947281999937331,61,200
1,12,22.22911499984548,59,200
1,13,26.144092000095043,70,200
1,14,19.9794140000904,60,200
1,15,11.944051999989824,58,200
1,16,12.98869500010369,54,200
1,17,15.933491999930993,71,200
1,18,29.709636000006867,67,200
1,19,16.341396999905555,57,200
1,20,20.880029999943872,58,200
5,1,17.4799650001205,53,200
5,2,8.676832999981343,52,200
5,3,6.633727000007639,45,200
5,4,7.488034000061816,49,200
5,5,20.508681999899636,63,200
5,6,34.35747000003175,71,200
5,7,17.06828599981236,60,200
5,8,10.61220399992635,52,200
5,9,6.526924999889161,53,200
5,10,42.63406799987024,79,200
5,11,15.306901999792899,52,200
5,12,14.597275000141963,58,200
5,13,16.329835000078674,59,200
5,14,12.806716000113738,54,200
5,15,14.749978000054398,50,200
5,16,25.56022900012067,67,200
5,17,15.771099999938087,49,200
5,18,15.61057300000357,51,200
5,19,16.728196000030948,62,200
5,20,14.854348999961076,55,200
10,1,16.461066000147184,52,200
10,2,16.982681999934357,54,200
10,3,10.10992599981364,47,200
10,4,15.983467999831191,54,200
10,5,15.981474999989587,58,200
10,6,16.832879000048706,53,200
10,7,9.679845999926329,53,200
10,8,18.304548000060095,54,200
10,9,10.394010000027265,52,200
10,10,13.552256999901147,58,200
10,11,20.715427000141062,68,200
10,12,14.67520100004549,55,200
10,13,14.696051000100852,50,200
10,14,21.894781000128205,84,200
10,15,17.555176000087158,54,200
10,16,24.634180000020933,62,200
10,17,13.165946000071926,62,200
10,18,10.279598000124679,48,200
10,19,12.541393999981665,49,200
10,20,11.93693400000484,50,200
20,1,12.422761999914655,49,200
20,2,13.23291100015922,50,200
20,3,17.233267000165142,58,200
20,4,16.84794199991302,55,200
20,5,12.19559199989817,52,200
20,6,13.201779000155511,55,200
20,7,16.69384800015905,53,200
20,8,18.789485000070272,69,200
20,9,35.23946400014211,78,200
20,10,15.375853000023199,59,200
20,11,22.911649999969086,66,200
20,12,15.9835029999158,54,200
20,13,15.86831899999197,54,200
20,14,12.923890000138272,59,200
20,15,17.264678999936223,61,200
20,16,25.15907699989839,65,200
20,17,16.756755999949746,67,200
20,18,14.083149999805755,58,200
20,19,17.582836999963547,55,200
20,20,15.543908999916312,54,200
50,1,12.790093999910823,58,200
50,2,20.273185999940324,59,200
50,3,15.926236000041172,61,200
50,4,14.897674999929222,53,200
50,5,9.65589799989175,74,200
50,6,12.586404999865408,50,200
50,7,45.741456999849106,83,200
50,8,16.19203700010985,52,200
50,9,33.42034299998886,71,200
50,10,6.818663000103697,44,200
50,11,6.656798999983948,42,200
50,12,15.293601999928796,52,200
50,13,16.340006999826073,57,200
50,14,22.84003800014034,74,200
50,15,13.405510999973558,62,200
50,16,30.53852200014262,70,200
50,17,6.810091000033935,49,200
50,18,6.984160000001793,44,200
50,19,6.658532000074047,45,200
50,20,24.39103699998668,63,200
100,1,14.743016000011266,61,200
100,2,13.375289999885354,62,200
100,3,32.940636000148515,70,200
100,4,10.775165999802994,53,200
100,5,12.042948000043907,51,200
100,6,10.161333999803901,53,200
100,7,19.966367999813883,62,200
100,8,19.74103899988222,63,200
100,9,20.700632999933077,58,200
100,10,16.06544599985682,55,200
100,11,17.768202000070232,90,200
100,12,15.08945099999437,59,200
100,13,21.277274999874862,69,200
100,14,12.052596000103222,53,200
100,15,16.05858200014154,53,200
100,16,6.714009999996051,46,200
100,17,15.640374999975393,57,200
100,18,17.998617000102968,57,200
100,19,21.875485000009576,60,200
100,20,17.02620399987609,53,200
