Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],702,0,41,61.540819028500806,28.83993299838039,254.6533589993487,732.8717948717949,8.763411233872919,0.0,41,58,97,110,110,120,140,150,250,250,250
,Aggregated,702,0,41,61.540819028500806,28.83993299838039,254.6533589993487,732.8717948717949,8.763411233872919,0.0,41,58,97,110,110,120,140,150,250,250,250
