Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],1127,179,40,67.52196228571707,10.64931200016872,193.9917129998321,610.9263531499556,18.748348860410434,2.977776793268383,40,110,120,130,130,130,140,150,180,190,190
,Aggregated,1127,179,40,67.52196228571707,10.64931200016872,193.9917129998321,610.9263531499556,18.748348860410434,2.977776793268383,40,110,120,130,130,130,140,150,180,190,190
