Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [medium],15,0,530.0,525.6781063999975,503.63601600020047,553.4959120004714,680.0666666666667,26.040040230622456,0.0,530,530,540,540,550,550,550,550,550,550,550
,Aggregated,15,0,530.0,525.6781063999975,503.63601600020047,553.4959120004714,680.0666666666667,26.040040230622456,0.0,530,530,540,540,550,550,550,550,550,550,550
