Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],1052,159,39,140.0503656387859,9.159963999991305,9305.729204999807,621.0,17.511234760363358,2.6466600065568193,39,61,83,100,120,130,140,170,9200,9300,9300
,Aggregated,1052,159,39,140.0503656387859,9.159963999991305,9305.729204999807,621.0,17.511234760363358,2.6466600065568193,39,61,83,100,120,130,140,170,9200,9300,9300
