Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [long],10,0,130.0,125.70734150003773,107.07438100052968,147.41137600049115,807.6,64.7201219625101,0.0,130,130,130,140,150,150,150,150,150,150,150
,Aggregated,10,0,130.0,125.70734150003773,107.07438100052968,147.41137600049115,807.6,64.7201219625101,0.0,130,130,130,140,150,150,150,150,150,150,150
