Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],2278,1165,30,33.50701640254653,8.212109999931272,145.03016700018634,369.0215100965759,37.91741917942639,19.39148083583483,30,39,43,46,57,74,91,100,120,150,150
,Aggregated,2278,1165,30,33.50701640254653,8.212109999931272,145.03016700018634,369.0215100965759,37.91741917942639,19.39148083583483,30,39,43,46,57,74,91,100,120,150,150
