Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],5,0,110.0,111.70520239998041,95.25629299992033,149.94571900001574,707.8,31.949153187904383,0.0,110,110,110,150,150,150,150,150,150,150,150
,Aggregated,5,0,110.0,111.70520239998041,95.25629299992033,149.94571900001574,707.8,31.949153187904383,0.0,110,110,110,150,150,150,150,150,150,150,150
