Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],9511,4542,32,38.505334095891854,10.25713800027006,327.88769800026785,392.951424666176,47.52904324966476,22.69760429397301,32,41,46,51,63,87,140,170,260,330,330
,Aggregated,9511,4542,32,38.505334095891854,10.25713800027006,327.88769800026785,392.951424666176,47.52904324966476,22.69760429397301,32,41,46,51,63,87,140,170,260,330,330
