Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [long],15,4,170.0,166.5726963998774,131.90309099991282,200.62558700010413,613.0,69.52338329239144,18.53956887797105,170,170,180,180,190,200,200,200,200,200,200
,Aggregated,15,4,170.0,166.5726963998774,131.90309099991282,200.62558700010413,613.0,69.52338329239144,18.53956887797105,170,170,180,180,190,200,200,200,200,200,200
