Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],2280,1201,28,31.326050945610397,8.960230999946361,99.57007999992129,357.58201754385965,37.963775311448025,19.997585153091702,28,37,41,44,53,61,75,85,94,100,100
,Aggregated,2280,1201,28,31.326050945610397,8.960230999946361,99.57007999992129,357.58201754385965,37.963775311448025,19.997585153091702,28,37,41,44,53,61,75,85,94,100,100
