Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],9406,4412,36,69.5549156293799,10.1162889995976,18682.998117999887,399.94184563044865,46.94393100414732,22.01962827878992,36,55,100,120,130,140,200,240,7900,19000,19000
,Aggregated,9406,4412,36,69.5549156293799,10.1162889995976,18682.998117999887,399.94184563044865,46.94393100414732,22.01962827878992,36,55,100,120,130,140,200,240,7900,19000,19000
