Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],15,0,180.0,198.0998912667019,138.6960590000399,277.2499780000999,726.6,50.96206918059159,0.0,180,240,250,260,260,280,280,280,280,280,280
,Aggregated,15,0,180.0,198.0998912667019,138.6960590000399,277.2499780000999,726.6,50.96206918059159,0.0,180,240,250,260,260,280,280,280,280,280,280
