Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],15,2,160.0,162.69564620000287,136.7319859999725,187.87145099997815,625.1333333333333,73.75430378099689,9.833907170799586,160,160,180,180,190,190,190,190,190,190,190
,Aggregated,15,2,160.0,162.69564620000287,136.7319859999725,187.87145099997815,625.1333333333333,73.75430378099689,9.833907170799586,160,160,180,180,190,190,190,190,190,190,190
