Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],700,0,37,40.918219141442805,21.21737400011625,2074.261108000428,717.3885714285715,8.743964230266064,0.0,37,40,42,43,48,53,58,64,2100,2100,2100
,Aggregated,700,0,37,40.918219141442805,21.21737400011625,2074.261108000428,717.3885714285715,8.743964230266064,0.0,37,40,42,43,48,53,58,64,2100,2100,2100
