Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],1133,181,38,64.86519670344381,10.23742699999275,155.50878100020782,611.1456310679612,18.857420646325874,3.0125270405869227,38,110,120,120,130,130,140,140,150,160,160
,Aggregated,1133,181,38,64.86519670344381,10.23742699999275,155.50878100020782,611.1456310679612,18.857420646325874,3.0125270405869227,38,110,120,120,130,130,140,140,150,160,160
