Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [medium],10,0,130.0,134.382339900003,122.4580939997395,147.27824300007342,681.0,64.52259203879075,0.0,130,140,140,150,150,150,150,150,150,150,150
,Aggregated,10,0,130.0,134.382339900003,122.4580939997395,147.27824300007342,681.0,64.52259203879075,0.0,130,140,140,150,150,150,150,150,150,150,150
