Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [medium],1,0,68.61379699967074,68.61379699967074,68.61379699967074,68.61379699967074,721.0,14.3526513181308,0.0,69,69,69,69,69,69,69,69,69,69,69
,Aggregated,1,0,68.61379699967074,68.61379699967074,68.61379699967074,68.61379699967074,721.0,14.3526513181308,0.0,69,69,69,69,69,69,69,69,69,69,69
