Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],10,0,170.0,199.8256230999914,121.5303930000573,291.4154889999736,704.8,32.621382178381076,0.0,230,240,260,270,290,290,290,290,290,290,290
,Aggregated,10,0,170.0,199.8256230999914,121.5303930000573,291.4154889999736,704.8,32.621382178381076,0.0,230,240,260,270,290,290,290,290,290,290,290
