Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],9492,3793,37,60.03728682427732,10.323594000510639,425.20792899995286,447.6590813316477,47.62331951256259,19.030262422160757,37,79,110,120,130,130,150,170,280,430,430
,Aggregated,9492,3793,37,60.03728682427732,10.323594000510639,425.20792899995286,447.6590813316477,47.62331951256259,19.030262422160757,37,79,110,120,130,130,150,170,280,430,430
