Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],25,5,240.0,232.89051263996953,188.69359199993596,299.7600369999418,581.8,80.3063443923659,16.06126887847318,240,260,260,260,270,270,300,300,300,300,300
,Aggregated,25,5,240.0,232.89051263996953,188.69359199993596,299.7600369999418,581.8,80.3063443923659,16.06126887847318,240,260,260,260,270,270,300,300,300,300,300
