Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [long],1,0,78.18574699922465,78.18574699922465,78.18574699922465,78.18574699922465,795.0,12.62667605922126,0.0,78,78,78,78,78,78,78,78,78,78,78
,Aggregated,1,0,78.18574699922465,78.18574699922465,78.18574699922465,78.18574699922465,795.0,12.62667605922126,0.0,78,78,78,78,78,78,78,78,78,78,78
