Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/pytorch/search [all],9521,5550,20,44.85596471547059,8.752564999667811,412.3684639998828,320.9026362777019,47.57955523408174,27.735167687128836,20,35,45,99,120,130,150,200,340,410,410
,Aggregated,9521,5550,20,44.85596471547059,8.752564999667811,412.3684639998828,320.9026362777019,47.57955523408174,27.735167687128836,20,35,45,99,120,130,150,200,340,410,410
