Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],2277,810,37,38.36955696266993,9.319615999629605,184.3978300003073,476.8335529205094,37.860242044728224,13.468070292591067,37,42,46,49,59,72,110,140,180,180,180
,Aggregated,2277,810,37,38.36955696266993,9.319615999629605,184.3978300003073,476.8335529205094,37.860242044728224,13.468070292591067,37,42,46,49,59,72,110,140,180,180,180
