Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/onnx/search [all],9511,5747,25,36.624184889703436,10.500137000235554,428.9412510006514,305.9037956050888,47.537605942764195,28.724489680692443,25,39,44,47,59,73,130,200,380,430,430
,Aggregated,9511,5747,25,36.624184889703436,10.500137000235554,428.9412510006514,305.9037956050888,47.537605942764195,28.724489680692443,25,39,44,47,59,73,130,200,380,430,430
